id,topic,page_title,section_heading,content,source,url
1582,Respiratory Syncytial,19. Respiratory syncytial virus,References > References,"页面标题：19. Respiratory syncytial virus
章节：References > References
---
- Ferguson M, Schwarz TF, Núnez SA, et al., Respiratory syncytial virus prefusion F protein vaccine (RSVPreF3 OA) is immunogenic and well-tolerated in adults 50–59 years, including adults at increased risk for RSV disease, in 8th ReSViNET Conference. 2024: Mumbai, India.

- Hause AM, Moro PL, Baggs J, et al. Early Safety Findings Among Persons Aged >/=60 Years Who Received a Respiratory Syncytial Virus Vaccine - United States, May 3, 2023-April 14, 2024. MMWR: Morbidity and Mortality Weekly Report, 2024. 73(21): p. 489-494.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/19-respiratory-syncytial-virus
1583,Respiratory Syncytial,19. Respiratory syncytial virus,Also in this section,"页面标题：19. Respiratory syncytial virus
章节：Also in this section
---
- Guidance and programmes

- National Stroke Clot Retrieval Service Improvement

- Communicable Disease Control Manual

- Diseases and conditions

- Specific life stage health information

- Data and statistics

- Employment relations

- Health sector updates

- Health workforce development

- Hospital and specialist services

- Immunisation

- My Health Account Workforce

- Voluntary Bonding Scheme

- Youth health",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/19-respiratory-syncytial-virus
1584,Rotavirus,20. Rotavirus,（主文）,"页面标题：20. Rotavirus
章节：（主文）
---
- Guidance and programmes /

- 20. Rotavirus",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1585,Rotavirus,20. Rotavirus,On this page,"页面标题：20. Rotavirus
章节：On this page
---
- Key information

- 20.1. Virology

- 20.2. Clinical features

- 20.3. Epidemiology

- 20.4. Vaccines

- 20.5. Recommended immunisation schedule

- 20.6. Contraindications and precautions

- 20.7. Potential responses and AEFIs

- 20.8. Public health measures

- 20.9. Variations from the vaccine data sheet",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1586,Rotavirus,20. Rotavirus,Key information,"页面标题：20. Rotavirus
章节：Key information
---
Mode of transmission

Faecal–oral route through close personal contact and fomites.

Incubation period

Period of communicability

During symptoms and until approximately 8 days after onset of symptoms. Up to 30 days after onset of symptoms in immunocompromised patients.

Burden of disease

All children during infancy or early childhood. Severe disease occurs most often in children aged 3 months to 2 years.

Funded vaccine

Oral live attenuated monovalent rotavirus: RV1 (Rotarix).

Dose, presentation, route

1.5 mL per dose.

Oral suspension in an oral applicator,

Administered orally.

Funded vaccine indications and schedule

2 doses for infants, at ages 6 weeks and 3 months.

For catch-up schedules, the first dose should be given before age 15 weeks (latest is 14 weeks and 6 days), and the 2nd dose should be given before age 25 weeks (latest is 24 weeks and 6 days).

Vaccine effectiveness

Highly effective against severe rotavirus diarrhoea; some evidence for efficacy against all?cause diarrhoea and herd protection.

Contraindications",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1587,Rotavirus,20. Rotavirus,Key information,"页面标题：20. Rotavirus
章节：Key information
---
Previous intussusception and with conditions that predispose the infant to intussusception.

Severe combined immune deficiency.

Precautions and special considerations

Infants living in households with immunocompromised persons or pregnant women should still be vaccinated. Hand washing and the careful disposal of soiled nappies are likely to minimise any risk of vaccine transmission to household members.

Immunosuppressed infants including those on immunosuppressive therapy (other than SCID, where it is contraindicated).

Infants born to mothers on immunosuppressive biologic agents (see section 20.6.2 ).

Potential responses to vaccine

A possible, very small risk for intussusception; the benefits of immunisation considerably outweigh this potential risk.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1588,Rotavirus,20. Rotavirus,20.1. Virology,"页面标题：20. Rotavirus
章节：20.1. Virology
---
The rotaviruses are segmented, double-stranded RNA viruses of the family Reoviridae.[ 1 ] They are classified according to two surface proteins on the outer capsid: VP4 protease cleaved ‘P’ protein and VP7, the ‘G’ glycoprotein, which allows a binary classification system. The G and P proteins are immunological targets for neutralising antibodies protecting against disease and re-infection.[ 2 ] While more than 60 G and P combinations have been found in humans, there are only five strains (P[8]G1, P[4]G2, P[8]G3, P[8]G4, and P[8]G9) that are associated with 80–90 percent of the global burden of disease in children.[ 3 ] For simplicity, these strains are commonly referred to by their G serotype as G1, G2, G3, G4 and G9.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1589,Rotavirus,20. Rotavirus,20.2. Clinical features,"页面标题：20. Rotavirus
章节：20.2. Clinical features
---
Rotavirus infects almost all children during infancy or early childhood. Transmission occurs through the faecal–oral route through close personal contact and through fomites. Aerosol transmission has been hypothesised but remains unproven.[ 1 ]

The incubation period is one to three days, after which illness can begin abruptly, with fever and vomiting often preceding the onset of diarrhoea.[ 1 , 4 ] Up to one-third of children will develop a fever of greater than 39°C.[ 5 , 6 ] The illness lasts from three to eight days.

Children with rotavirus are infectious while they have symptoms and until approximately eight days after the onset of symptoms. Immunocompromised patients may be infectious for up to 30 days after the onset of symptoms.[ 7 ] Large quantities of rotavirus are shed in the stool, and only a few virions are required to cause infection in a susceptible host.[ 8 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1590,Rotavirus,20. Rotavirus,20.2. Clinical features,"页面标题：20. Rotavirus
章节：20.2. Clinical features
---
Rotavirus infection in the first three months of life is frequently mild or asymptomatic. This is possibly due to passive protection from maternally acquired antibodies, being breastfed and the intestinal cell structure of newborn infants.[ 1 , 9 ]

The burden of severe dehydrating gastroenteritis caused by rotavirus occurs predominantly in infants and children aged 3 months to 2 years.[ 3 ]

The clinical spectrum ranges from asymptomatic infection to an acute severe illness with frequent and large-volume diarrhoea and vomiting, leading to dehydration, electrolyte disturbance and their sequelae. The illness spectrum from rotavirus is more severe than from other common causes of diarrhoea in children.[ 1 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1591,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.1. Global burden of disease,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.1. Global burden of disease
---
Rotavirus gastroenteritis is a signi?cant cause of infant diarrhoea worldwide, both in high- and low-income countries. Virtually all children are infected by age 5 years.[ 1 ] Each year rotavirus causes the death of approximately 200,000 to 450,000 children aged under 5 years worldwide[ 10 , 11 ] and results in 2.4 million paediatric hospital admissions.[ 12 ] Virtually all of the deaths occur in low-income countries. Prior to the introduction of licensed rotavirus vaccines in high-income countries, more than 220,000 children were hospitalised with rotavirus gastroenteritis every year.[ 13 , 14 ]

Rates of rotavirus illness in children before the introduction of vaccine were similar in high- and low-income countries, indicating that good hygiene and clean water supplies are unlikely to have a significant impact on disease prevention. As a result, immunisation is the primary public health measure for the reduction of rotavirus disease burden.[ 1 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1592,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.1. Global burden of disease,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.1. Global burden of disease
---
In countries with a temperate climate, rotavirus epidemics occur every winter and spring. Factors associated with an increased risk of severe rotavirus gastroenteritis include age under 2 years, low birthweight, premature gestation, lack of breastfeeding, socioeconomic disadvantage, malnutrition and impaired immunity.[ 1 , 15 , 16 , 17 , 18 ] Rotavirus gastroenteritis is not, however, more severe in HIV-infected children, although viral shedding may be longer.[ 3 ]

Rotavirus is an important cause of hospital-acquired infection[ 19 ] and can also cause disease in adults, especially those caring for children[ 20 ] and those living in aged-care facilities. During outbreaks in early childhood settings, rotavirus has been isolated from telephone receivers, drinking fountains, water-play tables and toilet handles.[ 21 ] Outbreaks in elderly populations may be linked to waning immunity, institutional crowding or both.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1593,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.1. Global burden of disease,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.1. Global burden of disease
---
Children and adults can be infected with rotavirus several times in their lives. After a single natural infection during infancy, approximately one?third are protected against subsequent rotavirus infection, more than three-quarters are protected against subsequent rotavirus gastroenteritis and 85–90 percent are protected against severe rotavirus gastroenteritis.[ 22 ] The proportion with protection against both infection and symptomatic rotavirus gastroenteritis increases with successive episodes.[ 22 ]

These observations serve as the biological basis for rotavirus vaccines, whereby live attenuated strains can induce cumulative protective immunity similar to that following natural infection by wild-type rotaviruses. Although the immune mechanism and correlates of protection against rotavirus infection are incompletely understood, it is likely that both mucosal and serum antibodies are associated with protection against rotavirus infection and disease.[ 23 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1594,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.1. Global burden of disease,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.1. Global burden of disease
---
Since the introduction of the vaccine in other high-income countries, there have been reductions in all-cause and rotavirus gastroenteritis in age groups not eligible for the vaccine, suggesting herd immunity effects as a result of rotavirus vaccines[ 3 , 24 , 25 (external link) ] (see ‘ Herd immunity in the post-licensure period (external link) ’ in section 20.4.2 ).",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1595,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.2. New Zealand epidemiology,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.2. New Zealand epidemiology
---
Rotavirus vaccine was introduced in July 2014, as a three-dose schedule to infants at ages 6 weeks, 3 months and 5 months, using the RV5 vaccine (RotaTeq) (see Appendix 1 ).

At present rotavirus is not a notifiable disease, so there is no national surveillance data available. National hospital discharge rates, community and hospital laboratory data plus a sentinel hospital-based surveillance system have been used to monitor rotavirus disease since vaccine introduction. The sentinel hospital-based rotavirus surveillance was introduced in December 2014 at Kidz First Children’s Hospital in Counties Manukau district and extended to Wellington, Hutt and Christchurch Hospitals in April 2016.

For detailed information about rotavirus surveillance and rotavirus infections in New Zealand, see the PHF Science (formerly ESR) website (external link) .",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1596,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Pre-vaccine epidemiology,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Pre-vaccine epidemiology
---
Prior to the introduction of vaccine, by the age of 5 years, it is estimated 1 in 5 children had sought medical advice for rotavirus gastroenteritis and 1 in 43 children had been hospitalised.[ 13 ]

From 2010 to 2014, the average annual national hospitalisation rate for rotavirus in children aged under 5 years was 215.4 per 100,000.[ 26 ] The highest hospitalisation rates for children aged under 5 years were in those from the Middle Eastern/Latin American/African ethnic group, followed by Pacific and Māori ethnic groups. Hospitalisation rates in children aged under 5 years who reside in the most deprived NZDep2013 quintiles (quintiles 4 and 5) were significantly higher than those who reside in the least deprived quintile. There is a seasonal peak for rotavirus hospitalisations, usually occurring around September each year.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1597,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Post-vaccine epidemiology,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Post-vaccine epidemiology
---
The introduction of rotavirus vaccination in Australia resulted in a 70 percent decrease in rotavirus hospitalisations in the two and a half years post-vaccine introduction.[ 27 (external link) ]

A similar decline has been noted in New Zealand in the first year post-vaccine introduction, where rotavirus hospitalisation rates for children aged under 5 years declined by 85 percent in 2015 compared with the previous five-year average (2010–2014)[ 26 ] ( Figure 20.1 ). The vaccine has been effective in decreasing the most severe rotavirus disease. Hospitalisation rates decreased for all ethnic groups and levels of socioeconomic deprivation. Community laboratory data also supports the large decrease in rotavirus infections in the community.

Although only children aged under 1 year were eligible for rotavirus vaccination, hospital discharge rates decreased in all children aged under 5 years in 2015[ 26 ] ( Figure 20.2 ). Older children are more likely to have been exposed to rotavirus already, and are less likely to benefit from vaccination.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1598,Rotavirus,20. Rotavirus,20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Post-vaccine epidemiology,"页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Post-vaccine epidemiology
---
Hospital discharges for rotavirus ranged from 510 to 822 cases per year in the four years prior to vaccine introduction (2010–2013).[ 26 ] There were 99 hospital discharges for rotavirus in children aged under 5 years in New Zealand in 2015, compared with 770 in 2014. This reduction in rotavirus hospitalisations of children aged under 5 years was maintained to 2019, with 80 cases hospitalised in the year to June 2019.

There was a 93.6 percent decrease in rotavirus outbreaks (three outbreaks reported in 2015 compared with 47 in 2014) after the introduction of vaccine in New Zealand.[ 26 ] This demonstrates that universal rotavirus vaccination is an effective public health intervention.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1599,Rotavirus,20. Rotavirus,"20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Figure 20.1: Rotavirus hospital discharges and as a percentage of all gastroenteritis discharges for children aged under 5 years, all New Zealand, June 2009–June 2019","页面标题：20. Rotavirus
章节：20.3. Epidemiology > 20.3.2. New Zealand epidemiology > Figure 20.1: Rotavirus hospital discharges and as a percentage of all gastroenteritis discharges for children aged under 5 years, all New Zealand, June 2009–June 2019
---
Note: Rotavirus vaccine introduced in July 2014.

Source: Ministry of Health.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1600,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.1. Available vaccines,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.1. Available vaccines
---
The types of virus assessed for use as rotavirus vaccines have included live attenuated virus, both human and animal strains of the virus, and human–animal reassortant viruses. Two rotavirus vaccines have been used in New Zealand. Both are orally administered live attenuated vaccines and have been extensively evaluated.[ 28 , 29 ] The live attenuated vaccine viruses replicate in the intestinal mucosa and are shed in the stools of vaccine recipients.[ 28 , 30 , 31 (external link) ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1601,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.1. Available vaccines > Funded vaccine,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.1. Available vaccines > Funded vaccine
---
RV1 (Rotarix, GSK) is a live attenuated monovalent human G1P1A[8] strain rotavirus vaccine. It protects against non-G1 serotypes (these include G2P[4], G3P[8], G8P[4], G9P[8] and G12P[6]) on the basis of other shared epitopes. Each 1.5 mL dose contains:

- at least 106 CCID50 (cell culture infective dose 50 percent) of the RIX 4414 strain of human rotavirus

- other components and residuals, including sucrose, disodium adipate and culture medium.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1602,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Prevention of disease,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Prevention of disease
---
A 2012 Cochrane review[ 32 ] of the efficacy of rotavirus vaccines for the prevention of rotavirus diarrhoea assessed 41 trials which met the inclusion criteria, involving 186,263 enrolled participants. Of these, 29 trials assessed the monovalent vaccine (RV1; Rotarix) and 12 trials assessed the pentavalent vaccine (RV5; RotaTeq).

For the first two years of life in countries with low mortality rates, both vaccines prevented over 80 percent of cases of severe rotavirus diarrhoea ( Table 20.1 ). Both vaccines impact severe all-cause diarrhoea (moderate to low quality of evidence). See also Figure 20.1 and Figure 20.2 above, which show a reduction in rotavirus hospitalisations in New Zealand children aged under 5 years after rotavirus vaccine was introduced in 2014.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1603,Rotavirus,20. Rotavirus,"20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Table 20.1: Cochrane review: percentage of severe rotavirus and all-cause diarrhoea cases prevented in children by RV1 and RV5, compared to placebo (low mortality rate countries)","页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Table 20.1: Cochrane review: percentage of severe rotavirus and all-cause diarrhoea cases prevented in children by RV1 and RV5, compared to placebo (low mortality rate countries)
---
Percentage of cases prevented

Risk ratio (95% confidence interval)

Number of participants (number of trials)

Quality of evidence

Severe rotavirus diarrhoea: infants aged under 1 year

0.14 (0.07–0.26)

0.13 (0.04–0.45)

Severe rotavirus diarrhoea: children aged under 2 years

0.15 (0.12–0.2)

0.18 (0.07–0.5)

Severe all-cause diarrhoea: infants aged under 1 year

0.60 (0.5–0.72)

0.28 (0.16–0.48)

Severe all-cause diarrhoea: children aged under 2 years

0.63 (0.56–0.71)

0.04 (0.00–0.70)",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1604,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Effectiveness,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Effectiveness
---
In pre-marketing clinical trials, rotavirus vaccination prevented 42–58 percent of all-cause hospital admissions for acute gastroenteritis, suggesting it is responsible for more gastroenteritis than is detected by routine testing.[ 28 , 33 , 34 ]

Post-licensure surveillance studies have demonstrated large reductions in rotavirus-positive stool isolates from children with gastroenteritis (US)[ 35 ] and in diarrhoea-related deaths (Mexico).[ 36 , 37 ] Summarised, post-licensure vaccine effectiveness studies in high-income countries have shown an 89–100 percent reduction in emergency department visits or hospitalisation; a 74–90 percent decline in hospitalisations for rotavirus gastroenteritis in children aged under 2 years; and a 29–50 percent decline in ‘all?cause’ acute gastroenteritis hospitalisations for children aged under 5 years.[ 38 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1605,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Effectiveness,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Effectiveness
---
A protective association between rotavirus vaccine and childhood seizures has been reported in the US[ 39 ] and Australia.[ 40 ] In US children, a full course of rotavirus vaccination was associated with an 18–21 percent reduction in the risk of seizure requiring hospitalisation or emergency department care in the year following vaccination, compared with unvaccinated children.[ 39 ] In the Australian state of Queensland, rotavirus vaccine was 35.8 percent effective at preventing emergency department presentation for febrile seizures and 38.0 percent effective at preventing subsequent hospitalisation in children up to two years following vaccination.[ 40 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1606,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Herd immunity in the post-licensure period,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Herd immunity in the post-licensure period
---
Since the beginning of the post-licensure period, over 80 countries have introduced the rotavirus vaccine into their national immunisation programmes.[ 41 ] There has been substantial though somewhat variable efficacy data to show a decline in rotavirus infections in the different country environments. In the US, there was a 73 percent reduction in rotavirus infections among infants from 2003 to 2014.[ 42 ] The effectiveness tends to wane with age, and rotavirus ‘seasons’ appear to be longer in the post-licensure period.[ 42 ]

While a decline has occurred in rotavirus infection alone, there has also been a reduction in all-cause diarrhoeal illnesses.[ 41 ] Furthermore, the protective effect of the vaccine has surpassed the expected level of vaccine efficacy and coverage, resulting in a herd protection. Therefore, the immunised proportion of the population is causing a reduction of infection in the unimmunised portion of the community.[ 43 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1607,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Duration of protection,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Duration of protection
---
Prior to the introduction of rotavirus vaccines in Europe, extension studies of the pivotal phase III RV5 trial showed protection lasting up to three years from the last vaccine dose.[ 44 ] The duration of protection provided by rotavirus vaccines is difficult to measure because of the herd immunity effect that occurs after the vaccine is implemented. Some studies indicate waning immunity after the first year of life, particularly in low-income countries.[ 45 , 46 ] In a large multicentre study in the US, both RV1 and RV5 vaccines were found to provide lasting and broadly heterologous protection against infection. Vaccine effectiveness persisted to the seventh year of life for RV5 and through the third year of life for RV1.[ 47 ] Note that the differences in duration are because RV1 was licensed in the US approximately two years later than RV5, affecting vaccination coverage and corresponding study power for older age groups for RV1 analyses.[ 47 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1608,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Partial vaccination,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Partial vaccination
---
Studies in partially vaccinated infants (ie, those who had not completed the three-dose course of RV5 or the two-dose course of RV1) found that protection against rotavirus gastroenteritis ranged from 51–55 percent in low- and middle-income countries, and from 69–93 percent in high-income countries.[ 48 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1609,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Cross-protection,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.2. Efficacy and effectiveness > Cross-protection
---
Rotavirus vaccine strains vary considerably, and multiple wild-type strains can occur at the same time. In high-income countries, both vaccines appear to provide some cross-protection against non-vaccine serotypes.[ 49 , 50 ] Vaccine protection against newly emerging genotypes is not well known, and national surveillance of circulating rotavirus types post-vaccination is necessary.[ 51 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1610,Rotavirus,20. Rotavirus,"20.4. Vaccines > 20.4.3. Transport, storage and handling","页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.3. Transport, storage and handling
---
Transport according to the National Standards for Vaccine Storage and Transportation for Immunisation Providers 2017 (2nd edition) (external link) .

Store in the dark at +2°C to +8°C. Do not freeze.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1611,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.4. Dosage and administration,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.4. Dosage and administration
---
The dose of RV1 (Rotarix) is 1.5 mL, administered orally (for administration instructions see section A7.2.4 (external link) of this Handbook or the vaccine data sheet, available on the Medsafe website (external link) ). Do not inject RV1.

Two doses are given, at ages 6 weeks and 3 months. See section 20.5 (external link) below for more information.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1612,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.4. Dosage and administration > Co-administration with other vaccines,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.4. Dosage and administration > Co-administration with other vaccines
---
Rotavirus vaccines can be administered at the same time as other scheduled vaccines. Note that no time interval is required between administration of rotavirus and BCG vaccines; the two live vaccines likely to be administered to infants aged under 6 months.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1613,Rotavirus,20. Rotavirus,20.4. Vaccines > 20.4.4. Dosage and administration > If the dose is regurgitated or vomited,"页面标题：20. Rotavirus
章节：20.4. Vaccines > 20.4.4. Dosage and administration > If the dose is regurgitated or vomited
---
If the dose of rotavirus vaccine is regurgitated or vomited during or after administration, a repeat dose should not be given .[ 52 ] The second dose should be administered as per the schedule. Receptor binding of vaccine is instantaneous, making repeat dosing unnecessary.

If the first dose is immediately spat out then a single repeat dose could be given.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1614,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule
---
RV1 is recommended and funded for all infants. See section 20.5.2 (external link) for RV1 age limit information.

Immunisation is especially encouraged for those who will be attending early childhood education services or where there is an immunocompromised individual living in the household.

Infants who have already had rotavirus gastroenteritis should still receive the full course of immunisation. Initial rotavirus infection only provides partial protection against subsequent infection.[ 1 , 22 ]",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1615,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule > 20.5.1. Routine schedule,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule > 20.5.1. Routine schedule
---
Two RV1 doses are given orally, at ages 6 weeks and 3 months.",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
1616,Rotavirus,20. Rotavirus,20.5. Recommended immunisation schedule > 20.5.1. Routine schedule > Table 20.2: The infant RV1 (Rotarix) schedule,"页面标题：20. Rotavirus
章节：20.5. Recommended immunisation schedule > 20.5.1. Routine schedule > Table 20.2: The infant RV1 (Rotarix) schedule
---
Usual scheduled age

Recommended age limits for dosing

6–14 weeks a

10–24 weeks c

a. The upper age limit for receipt of the first dose of RV1 is immediately prior to turning 15 weeks old (14 weeks and 6 days).

b. The minimum interval between doses 1 and 2 is 4 weeks.

c. The upper age limit for receipt of the second dose of RV1 is immediately prior to turning 25 weeks old (24 weeks and 6 days).",NZ Immunisation Handbook (Te Whatu Ora),https://www.tewhatuora.govt.nz/for-health-professionals/clinical-guidance/immunisation-handbook/20-rotavirus
